t-SNE 1,t-SNE 2,Cluster
-41.427322,-47.020103,0
-73.03271,7.8854394,1
-74.8951,-37.74254,2
-71.78617,39.61012,3
20.292944,71.9649,4
24.849836,65.61449,5
-18.712128,-78.27875,6
-66.64435,31.374659,0
-45.427082,-19.645103,0
-45.430008,-19.636719,0
-53.254963,-12.408775,0
-45.44148,-19.586824,0
-41.898544,-45.650543,0
-74.34863,5.8997855,1
-75.00808,-38.58073,2
-71.59622,37.92441,3
18.869516,72.3188,4
28.226667,66.10623,5
-21.193449,-76.718834,6
-66.74593,30.984303,0
-31.278868,-23.687006,0
-31.285686,-23.679367,0
-54.554035,-12.375531,0
-45.76398,-17.345171,0
-40.67358,-46.695995,0
-73.13355,6.0896864,1
-73.10211,-38.540436,2
-73.086685,39.143143,3
17.251062,71.302765,4
26.26348,63.86857,5
-19.810762,-77.12986,6
-66.66242,30.903229,0
-16.512943,3.5344224,0
-8.456311,-2.1714056,0
-52.67946,-12.068461,0
-2.5643394,10.747826,0
-40.290195,-48.306362,0
-72.76525,5.4875817,1
-75.82904,-38.291977,2
-73.28271,37.19675,3
20.02922,72.64468,4
25.760262,66.281,5
-21.34095,-77.876335,6
-67.06255,29.800703,0
-18.23862,-19.828577,0
-9.713873,-3.0247314,0
-53.51251,-11.499552,0
-45.776524,-15.666988,0
-41.277405,-46.482872,0
-71.626656,4.9989934,1
-73.595604,-40.09972,2
-71.642876,39.11789,3
18.614048,71.436165,4
25.474878,64.63504,5
-59.436787,35.01898,0
-20.113888,-17.551125,0
-20.28073,26.249077,0
-54.09462,-12.732586,0
-45.75366,-14.257307,0
-40.08534,-45.80978,0
-73.064865,7.0330787,1
-74.27682,-41.186768,2
-72.48378,37.19966,3
18.86521,71.60506,4
26.224686,65.52052,5
-21.792057,-79.24471,6
-66.734,30.765787,0
-0.9760848,10.884679,0
-8.534503,-2.1592064,0
-53.810913,-11.867443,0
-46.09361,-15.911915,0
-40.341236,-48.143387,0
-72.830246,4.9391193,1
-74.19049,-39.227226,2
-73.382835,38.899834,3
17.354744,71.75866,4
25.738783,66.13168,5
-21.080156,-76.891266,6
-66.78938,30.672586,0
-7.2779202,-7.660581,0
-8.209378,-2.098116,0
-54.15796,-10.752203,0
-46.117725,-16.418047,0
