ReactionDeletions,NoOfDels,GrowthRate,ProductFlux,CouplingStrength,DistFromIdeal
ACOAD7f ACONTb ACSPHAC80 AP4AS ASPCT ECOAH7 FACOAE1829Z12Z FDH FUM GLUR GLYCTO1 HACD22i HACD6i ICL MACACI MALTT MAN6PI MCITD MDH ME2 NFORGLUAH2 NTP3 PGI PGK PPCK RHACOAE140 RHACOAEP40 IDPh_1 ACALD 3OADPCOAT,30,0.06948624,2.8018617,1.08995975425911,1.04402529324492
ACOAD7f ACONTb AP4AS APG3PAT160 ECOAH7 FACOAE100 FACOAE1829Z12Z FDH FUM GLUR HACD22i HACD32i HACD6i ICL MALTT MAN6PI MDH ME2 NFORGLUAH2 NTP3 PDHcr PGI PGK PPCK RHACOAE140 RHACOAEP40 IDPh_1 ACALD ALDD1,29,0.07108984,2.78872359,1.08606087776523,1.04338702429142
ACOAD7f ACSPHAC80 ACSPHACP90 AP4AS ASPCT ASPT DHSKDH FACOAE1829Z12Z FDH FUM GDPTPDP GGPTRCS HACD20i HACD22i HACD6i ICL MACACI MALTT MAN6PI NFORGLUAH2 PGI PGK PPCK RECOAH3 RHACOAEP40 DMALRED AKGDb_copy2 ACALD 3OXCOAT,29,0.08987349,2.775312,1.06629885216509,1.01958631398182
ACONTb ACSPHAC141 ACSPHACP80 ASPSALy FDH FUM GLU5K GLXCL HACD32i HACD6i ICDHyr ILEDHr_1 ACACT12 MALS MAN6PI MCITD MMTSAO NFORGLUAH2 ORNCD PCADYOX PDE4 PDHa PGI PGK PPCK AKGDb_copy2 AST HBCE 3OADPCOAT,29,0.089002,2.76413281,1.06656698959411,1.02179051519693
ACOAD7f ACSPHAC80 ACSPHACP50 AP4AS FDH FUM GLUR GTPDPK HACD20i HACD22i HACD6i HACD8i HPPK ICDHyr KAS15 ACACT11 ACACT13 MAN6PI MDH ME2 METSOXR2 NFORGLUAH2 ORNDC PGI PGK RECOAH9 VALDHr DHQTi_copy2 DAAD2 3OXCOAT,30,0.0945541,2.75064005,1.06222653160307,1.01535671327569
ACONTb CS ECOAH8 FACOAL161 FDH FUM G5SD_copy1 GLUR HACD22i HACD6i ICL ACACT12 LYSDC MAN6PI MCITD MDH NFORGLUAH2 ORNDC PGI PGK PGMT PHAPC50 PUTA3 RECOAH14 RECOAH4 RECOAH6 RNDR4 IDPh_1 PHET 3OXCOAT,30,0.09387147,2.74300751,1.06239967968589,1.01700378886429
APG3PAT160 APSR ASPCT DHSKDH ECOAH6 FACOAE181 FDH FUM GDPDPK GGGABAH GLU5K GTPDPDP HACD11i HACD6i ICDHyr MACACI MAN6PI NFORGLUAH2 NTPP5 PC PGI PGK PHADPCP60 PHAP2C141d5 RECOAH14 RECOAH9 ALDD2y BGLApp 3OXCOAT 4HBHYOX,30,0.10881023,2.72484761,1.05194362410601,0.998250981229854
ACSPHAC120 DHMPTR DHSKDH ECOAH4 GGGABAH GLUR GLXCL GRXR HACD8i ACACT9 MACACI MAN6PI NFORGLUAH2 NTPP4 PCADYOX PGI PGK PHAP2C121d6 PPK RECOAH21 RECOAH3 RHACOAE90 THRA ALDD19xr DCTPD 3OADPCOAT 3OXCOAT,27,0.15482383,2.72406391,0.746190234410297,1.01680373930868
ACONTb EDA FDH FUM GLU5K GLUR HACD22i HACD26i HACD6i ICDHyr LYSDC MALS MALTT MAN6PI MLTGY4pp NFORGLUAH2 NTPP5 PDE4 PDHcr PGI PGK PHADPC121 PHAPC90 PHAPCP90 PPCK PPK50_B RECOAH6 RHACOAEP100 RHACOAEP40 3OADPCOAT,30,0.08803662,2.71490608,1.06777398354789,1.02711242793571
ACOAD7f ACS APG3PAT160 ASPSALy CSND DHSKDH FALDM FDH FUM GLUR HACD26i ICDHyr MAN6PI MDH NFORGLUAH2 NTPP2 PDHcr PGI PGK PHAPCT40 PRAMPC_copy1 RECOAH15 RECOAH3 RHACOAE70 3OXCOAT,25,0.09291551,2.70532722,1.06326879378384,1.02145950223257
ACONTb ASPSALy FDH FUM GLU5K GLXCL HACD6i ICDHyr ILEDHr_1 LYSDC MALS MAN6PI NFORGLUAH2 ORNCD PDE4 PDHa PDHcr PGI PGK PHADPC121 PPCK PPK50_B RHACOAEP100 RHACOAEP40 AST 3OADPCOAT,26,0.0835786,2.69358953,1.06831033383175,1.03566934507111
ACSPHAC120 ACSPHAC121 ACSPHAC50 CSPMDDH FACOAE100 FACOAE1829Z12Z HACD32i HACD8i KAT1 MACACI MAN6PI NFORGLUAH2 PDHcr PGI PGK PHAPCT40 PPCK PPK PPS PRPPS RECOAH3 RHACOAE141 TRSARr PRAMPC_copy2 ADK4 BPNT DCTPD2 HBCE HBCHLR 3OXCOAT,30,0.15540774,2.69230912,0.91966867287305,0.967794765027925
ACONTb ACS2 ACSPHAC80 APG3PAT160 ASPCT ECOAH26 FACOAL160 FDH FUM GDPMANNDH GLUR HACD22i HSK ICL MAN6PI MDH NADTRHD NMNDA NTP3 OMPDC PGI PGK PGL PPCK PPK2 RECOAH26 RHACOAE141 RHACOAEP40 3OADPCOAT 3OXCOAT,30,0.0893928,2.6864022,1.06849309459321,1.02729192679336
ACOAD7f ACS ASPCT DHMPTR DLYSAD FDH FUM GDPDPK GGGABAH HACD11i HACD32i ICL ACACT10 MACACI MAN6PI NFORGLUAH2 NMNDA NTPP5 PDHa PDHcr PGI PGK PPS RECOAH6 RHACOAET60 THRA 3OXCOAT 4HBHYOX,28,0.1062155,2.67249358,1.0529611973848,1.00649992006742
ACOAD6f ACSPHAC80 CELLS ECOAH31 ECOAH6 FDH FUM GLU5K GTPDPDP HACD22i HACD6i HPPK ICDHyr MACACI MAN6PI MDH NFORGLUAH2 PGI PGK PHAPCP70 PRAMPC_copy1 PROD2 RECOAH2 ACALD ADPT,25,0.09471025,2.66738141,1.05912701101115,1.02294528430394
ACSPHAC80 FDH FUM GDPMANNDH HACD11i HACD32i ICL ILEDHr_1 IPDDI LYSMO MACACI MAN6PI MCITD MDH METSOXR1 NFORGLUAH2 NMNDA NTPP5 PDHa PGI PGK PHADPCP60 PHADPCP80 PPK50_B RECOAH14 RECOAH21 RECOAH3 RECOAH6 RHACOAET60 HBCE,30,0.09618105,2.65705053,1.05935690278348,1.02155910798405
ACONTb ACSPHAC80 ASPCT FDH FUM G5SD_copy1 GLUR GLXCL HACD22i HACD6i ICL ILEDHr_1 ACACT8 ACACT12 MACACI MAN6PI MCITD NFORGLUAH2 PGI PGK PPK50_B PYK RECOAH14 RECOAH4 RECOAH6 RHACOAE80 RNDR4 DAAD2 HBCE 3OXCOAT,30,0.10148167,2.64064432,1.0535999713888,1.01631649249339
ACOAD6f ACSPHAC121 ACSPHAC80 DHSKDH ECOAH6 ENO FACOAE181 HMR_0188 FBA FDH FUM GLU5K GTPDPDP HACD11i HACD6i ICDHyr MAN6PI NFORGLUAH2 PC PGI PGK PHADPCP60 PPCK PRAMPC_copy1 HBRCH ALDD2y ACALD ADPT ALAR BGLApp,30,0.04001429,2.63105395,1.15984903312226,1.09057861846884
ACOAD6f ACSPHAC121 ACSPHAC80 DHSKDH ECOAH6 ENO FACOAE181 HMR_0188 FBA FDH FUM GLU5K GTPDPDP HACD11i HACD6i ICDHyr MAN6PI ME2 NFORGLUAH2 PC PGI PGK PHADPCP60 PPCK PRAMPC_copy1 HBRCH ALDD2y ACALD ADPT ALAR,30,0.04001429,2.63105395,1.15984903312226,1.09057861846884
ACS2 ACSPHAC50 CYSTS DHSKDH FDH FUM GLUR GLYALDDr GRXR ICDHyr MACACI MALS MAN6PI MDH NFORGLUAH2 PC PGI PHAP2C141 PHAPC40 PHAPC50 PPCK PRAMPC_copy1 RECOAH6 RHACOAE142 RHACOAE80 URIH GAPDi_nadp ACALD ALATA_L,29,0.0408771,2.63028605,1.16459851581542,1.08834074300625
ACONTb ASPCT ECOAH26 ECOAH7 FACOAE1829Z12Z FDH FUM GLU5K GLUR GLYO1 HACD22i HACD6i HPPK MACACI MAN6PI MDH NFORGLUAH2 NTP3 NTPP5 PGI PPK RECOAH3 RECOAH9 RHACOAE90 RHACOAEP40 IDPh_1 SERAT_copy2 ACALD ALATA_L BPNT,30,0.04117797,2.63001827,1.17490372795015,1.08591081832439
ACONTb ASPCT ECOAH26 ECOAH7 FACOAE1829Z12Z FDH FUM GLU5K GLUR GLYO1 HACD22i HACD6i HPPK HXAND MACACI MAN6PI MDH NFORGLUAH2 NTP3 PGI PPK RECOAH3 RECOAH9 RHACOAE90 RHACOAEP40 IDPh_1 SERAT_copy2 ACALD ALATA_L BPNT,30,0.04117797,2.63001827,1.17490372795015,1.08591081832439
ACONTb ASPT FBP FDH FUM GLUR GLUSy GLYALDDr GLYO1 GND HACD6i HCYSMT IPDDI KAS15 ACACT10 MAN6PI MDH NDPK3 NTPP2 OMPDC PGI PHADPC121 PHAPC90 PPCK AKGDb_copy2 ACALD ADNUC AKGDH ALATA_L ALCD19,30,0.04766527,2.62424458,1.1558120356297,1.07965451576161
ACONTb FBP FDH FUM GLUR GLUSy GLYALDDr GLYO1 GND HACD6i HCYSMT IPDDI KAS15 ACACT10 MAN6PI MDH NTPP2 ORPT PC PGI PHADPC121 PHAPC90 PPCK SFGTHi AKGDb_copy2 ACALD ADNUC AKGDH ALATA_L ALCD19,30,0.04783789,2.62409094,1.15582115839324,1.07938950792283
ACS2 ACSPHAC50 ACSPHACT60 CYSTS DHSKDH FDH FUM GGPTRCS GLUR GLYALDDr GNK GRXR MACACI MALS MAN6PI MDH NFORGLUAH2 PC PGI PHAP2C141 PHAPC40 PPCK PRAMPC_copy1 RECOAH6 RHACOAE142 RHACOAE80 GAPDi_nadp ACALD ADNCYC ALATA_L,30,0.05437862,2.6182697,1.10811602792485,1.0790796315359
ACONTb APSR DLMETR ECOAH25 FDH FUM GG15DAPDxr GLYO1 HACD26i HACD5i HPPK HSK LEUTA MALS MAN6PI MDH NADTRHD NTD11 ORPT PGI PHAPCP90 QUIDH RECOAH3 RHACOAE90 AACOAT ACALD ADPT ATHRDHr 3OADPCOAT 3OXCOAT,30,0.05678869,2.61612473,1.14066607596343,1.06881499462451
ACONTb ACSPHACP50 ASPCT ECOAH26 FDH FUM GLU5K GLYO1 HACD6i HACD8i HPPK ICDHyr MAN6PI MDH NFORGLUAH2 NTP3 NTPP5 PGI PPK RECOAH3 RECOAH9 RHACOAE90 RHACOAEP40 IDPh_1 SERAT_copy2 ACALD ALATA_L ECOAH1 3OADPCOAT,29,0.06082914,2.61252873,1.119036363669,1.06714570256448
ACOAD7f ACONTb ACSPHACP50 ASPCT DHMPTR FDH FUM GDBTALDH GLU5K GLYO1 HACD8i ICDHyr IPDDI MAN6PI MDH NFORGLUAH2 NTP3 NTPP5 PGI PHAPC50 PPK RECOAH3 RECOAH9 RHACOAE90 RHACOAEP40 ACALD ALATA_L 3OADPCOAT,28,0.06167095,2.61177952,1.11741675269741,1.06622019905789
ACONTb ASPCT ECOAH26 ECOAH7 FACOAE1829Z12Z FDH FUM GLU5K GLUR GLYO1 HACD22i HACD6i HPPK MACACI MAN6PI NFORGLUAH2 NTP3 NTPP5 PAPSR PGI PPK RECOAH3 RECOAH9 RHACOAE90 RHACOAEP40 IDPh_1 SERAT_copy2 ACALD ALATA_L BPNT,30,0.06530192,2.60854796,1.11285972292417,1.06174605768441
ACONTb APSR ASPCT ENO HMR_0260 FACOAE1829Z12Z FDH FUM GLU5K GLUSy GLXCL ACACT10 LSERDHr MAN6PI NTPP5 ORPT PGI PPK RECOAH25 RHACOAE121 RHACOAE90 XTSNH IDPh_1 ACALD AGMT ALATA_L,26,0.0692924,2.60499643,1.10866691283719,1.05669325784859
ACOAD7f ACONTb ACSPHAC120 ANHMK CS ECOAH26 ECOAH6 ECOAH7 ENO FDH FUM GDPMANNDH GLU5K GLYO1 HACD22i HACD6i HACD8i HPPK HSK IMPD MAN6PI NFORGLUAH2 PGI PPK RECOAH3 RECOAH9 RHACOAEP40 IDPh_1 ACALD BPNT,30,0.07292108,2.6017669,1.09429489244405,1.05438589437749
ACONTb APSR FDH FUM GLYO1 HACD26i HACD5i HACD6i HCYSMT IPDDI KAS15 LEUTA MAN6PI MDH NADTRHD NTD11 ORPT PGI PHAPC90 PHAPCP90 PPCK PPK2 PPK50_B RECOAH3 SFGTHi AKGDb_copy2 AACOAT ACALD AGMT AKGDH,30,0.07554575,2.59943095,1.10486625543948,1.04825410655467
ACOAD7f AMPN ANHMK ENO FDH FUM G5SD_copy1 GLUR HACD22i HACD32i HSK ICDHyr ICL ACACT12 MACACI MAN6PI MCITD METGL NFORGLUAH2 PGI PGL PHAPCT40 PPS QUIDH ADD ACALD AGMT ALATA_L CYTOM,29,0.07573514,2.59926239,1.09935342079874,1.04915522023681
ACOAD7f ACONTb ACSPHAC80 AMPN ENO FUM GLUR GLXCL HSK ICL ACACT9 MACACI MAN6PI MDH METGL NFORGLUAH2 PGI PPCK QUIDH RHACOAEP40 ADD ACALD ALATA_L CYTOM,24,0.0829164,2.59287107,1.08110149109728,1.04261316198382
23CTI1 ACONTb ACS ACSPHAC50 DAAD DLMETR FALDM FDH FUM GLYO1 HACD26i HSK LEUTA MACACI MALS MAN6PI MDH NTP1 NTPP7 PGI PPCK PPK RHACOAE90 SUCOAS TPI AKGDb_copy2 ADPT ATHRDHr 3OADPCOAT 3OXCOAT,30,0.09578477,2.58141822,1.08146131005459,1.02392361276307
CS DLYSAD FBACS FDH GLYCK HACD26i HACD6i HIBDkt HSK IMPD IPDDI ACACT11 MAN6PI NFORGLUAH2 NTPP5 ORNDC PGI PGMT PPCK PPS PYK RBK RHACOAE90 RHACOAEP90 TRSARr ABTA ACALD DAAD2,28,0.09983617,2.57781248,1.07613690736729,1.01932064923588
ACOAD4f ACONTb ACS DAAD DLMETR FDH FUM GG15DAPDxr GLUDxi GLYO1 HACD5i HACD8i HSK LEUTA MALS MAN6PI MCITD MDH NTPP4 ORPT PGI PHAPCP90 QUIDH RHACOAE90 AACOAT ACALD ADPT ATHRDHr 3OADPCOAT 3OXCOAT,30,0.05386958,2.57442109,1.14714901593663,1.07576676979569
ACONTb FBP FDH FUM GLYO1 HACD6i HCYSMT ILEDHr_1 IPDDI KAS15 ACACT13 MAN6PI ORPT PGI PHADPC121 PHAPC90 PPCK PPK2 PPK50_B SFGTHi TPI AKGDb_copy2 ADNUC AGMT AKGDH ALATA_L ATHRDHr,27,0.10450167,2.57366018,1.07799291901855,1.01225089449174
ACONTb ACSPHAC120 ACSPHAC141 ECOAH37 ECOAH6 FDH FUM GDPMANNDH GLU5K GLUR GLYO1 HACD11i HACD2i HACD6i ACACT12 MAN6PI NFORGLUAH2 PDE4 PGI PGM PHAP2C141d5 PHAPCP70 PPCK PPK50_B AKGDb_copy2 ALATA_L AST PHET HBCE 3OXCOAT,30,0.10695276,2.57147871,1.07155416036869,1.01024676212618
DLYSAD ECOAH27 ECOAH6 ECOAH7 FACOAE1829Z12Z FUM GLXCL GLYK HACD3i HACD4i HACD6i HSK ICL MAK MAN6PI NTP3 PAPSR PGI PHAPCT40 PHETA1 PPCK PPK50_B PPS RECOAH17 RHACOAE121 AKGDb_copy2 ACALD AKGDb_copy1 DUTPDP,29,0.11584433,2.56356522,1.04785002895304,1.00329553194806
ACSPHAC90 ANHMK ECOAH27 ENO FDH FUM GALUi GLXCL HACD23i HACD32i ILEDHr_1 ACACT8 LLEUDr LSERDHr MAN6PI NFORGLUAH2 NMNDA PAPSR PGI PGM PHAP2C142 PPCK RECOAH6 RHACOAE80 RHACOAE90 RHACOAEP50 TRSARr XPPT ACALD HBCE,30,0.12521923,2.55522155,1.05760752917883,0.987976710901905
ACSPHACT40 FBACS FBP FDH FUM GLYO1 HACD26i HACD6i HSK ILEDHr_1 IPDDI ACACT13 MAN6PI NTPP5 PCADYOX PGI PGMT PHADPC121 PHAPC90 PPCK PPK2 RHACOAE90 AKGDb_copy2 SERAT_copy2 ACALD AGMT DAAD2,27,0.13758961,2.54421192,1.04427617806303,0.974296569610184
ACS ACSPHAC120 ACSPHAC80 ASPCT GLU5K GUAPRT HACD22i ICL ACACT9 MACACI MAN6PI MDH NFORGLUAH2 NTP3 NTPP1 NTPTP2 PGI PGK PGM PPCK PUTA3 RHACOAE121 RHACOAE141 IDPh_1 ACALD 3OADPCOAT 3OXCOAT,27,0.14658752,2.53620377,1.0259104929885,0.9667932294137
ACSPHACP40 ARGDr CYSTS ENO GLUCYS_copy1 GLYK HSK ACACT10 MALS MAN6PI MMTSAO NADHPO NFORGLUAH2 PAPSR PC PGI PGK PHAPC90 PPA PPCK RHACOAEP60 DHQTi_copy2 ACALD BDH 3OXCOAT,25,0.15915474,2.52501894,0.646553725010012,1.06004841996819
ARGDr CYSTS ENO GLUCYS_copy1 GLYK HSK ACACT10 MALS MAN6PI MMTSAO NADHPO NFORGLUAH2 PAPSR PGI PGK PHAPC90 PPCK RHACOAEP60 DHQTi_copy2 ACALD BDH HBCHLR 3OXCOAT,23,0.16081541,2.52354095,0.675035184750019,1.04905910633157
ACSPHACT40 ANHMK ARUH CYSTS FUM GLXCL HACD22i HACD26i HACD6i HSK ILEDHr_1 KAS15 MAN6PI METGL NTP5 NTPP9 PGI PHAPC40 PPCK PPM PPS SFGTHi AKGDb_copy2 ACOAD2f AGMT ALATA_L 3OADPCOAT,27,0.16241997,2.52211289,1.03717437089027,0.94310755583098
DAAD ENO FUM HACD32i KAS15 ACACT13 MAN6PI METSOXR1 NFORGLUAH2 PC PGI PGM PHAPC50 PPK ACOAD22f AGMT ALATA_L,17,0.16315305,2.52146045,0.928299777417584,0.971097934025273
ACOAD7f ASPT DLYSPYRAT FACOAE180 GDBTALDH GLU5K HACD22i HCO3E HPPK MACACI MAN6PI MLTGY4pp NFORGLUAH2 NTPTP2 PGI PGK PGM PHAP2C142 PHAPCP40 PHAPCT40 RECOAH14 RHACOAE90 RHACOAEP40 TRYPTAOX ABUTD ACALD ADNCYC AGMT BGLApp 3OXCOAT,30,0.16415623,2.52056762,0.619202999484089,1.06305796599935
ACSPHAC90 DAAD FDH GLXCL GTPDPK GUAPRT MACACI MAN6PI METGL NFORGLUAH2 NTPP5 PGI PGK PGM PPCK PPK2 RECOAH15 RECOAH3 RHACOAE90 UREA AKGDb_copy2 ACOAD22f ADNUC ALATA_L 3OXCOAT,25,0.1655649,2.51931391,0.817162695716302,0.999892529531348
ACOAD7f ANHMK APG3PAT161 APSR DLMETR ECOAH4 ECOAH6 EDA FUM GART HACD22i HACD32i HSK MAN6PI ME2 METGL NTPP4 PGI PGL PGM PGMT PHAPC50 RECOAH22 ADK1,24,0.16603839,2.5188925,1.02557297701271,0.941400741530784
ACOAD7f ACSPHAC120 ASPCT ASPT FACOAE180 GDPMANNDH HACD4i HCO3E HSK LYSMO MACACI MAN6PI NFORGLUAH2 ORNCD PGI PGK PHAPCT40 QUIDH RHACOAE90 RHACOAEP40 RHACOAEP80 DMALRED ABUTD ACALD ADNCYC AGMT 3OXCOAT,27,0.16814368,2.51701879,0.586149892758384,1.06934785001002
ACOAD7f ACSPHAC141d5 ACSPHAC160 DHSKDH GDBTALDH GGPTRCS GLUDy GLXCL HACD26i HSK ACACT13 MACACI MAN6PI METGL NFORGLUAH2 PGI PGK PPCK PRAMPC_copy1 3OADPCOAT 3OXCOAT,21,0.17114131,2.5143509,0.652048240135593,1.04441580077246
ACOAD7f ANHMK DLYSPYRAT ECOAH26 ECOAH6 GART GLUR GLXCL GLYALDDr HACD26i HSK HXAND ACACT12 LEUTA LGTHL MALS MAN6PI MDH ME2 NFORGLUAH2 OIVD3 ORNDC PGI PHAPCP70 PPK PPS IDPh_1 ACALD BPNT,29,0.17331104,2.51241984,1.01609586079371,0.9345622086471
ACOAD7f ACONTb ACSPHAC120 CBMKr DHORDfum FACOAE1829Z12Z GAPD GLUR GLXCL GLYALDDr HSK IPDDI ACACT10 MAN6PI MDDCP2pp METGL NFORGLUAH2 ORNCD PGI PGL PHAPC40 PPCK PPK IDPh_1 HMR_0180_copy2 ACALD AGMDA AKGDH ALATA_L ALATRS,30,0.17382378,2.5119635,0.706559597311714,1.0239236750706
ACSPHAC40 ANHMK CYSTS DLYSPYRAT ECOAH26 ECOAH6 GART GLXCL HSK HXAND ICDHyr ACACT12 LEUTA MAN6PI MDH ME2 NFORGLUAH2 OIVD2 OIVD3 PGI PPCK PPK QUIDHy RHACOAE90 PRAMPC_copy2 SERAT_copy2 ACALD BPNT PHET,29,0.17517116,2.51076433,0.578233882792122,1.06411394367027
ACSPHAC120 ACSPHAC121 ACSPHAC90 AMPTASECG CS ENO GDPMANNDH GLUCYS_copy1 GLUR HSK ACACT11 MAN6PI NFORGLUAH2 NTP5 PGI PGM PHAP2C141d5 PHAPC50 PPCK PPK RECOAH17 RHACOAEP60 RHACOAEP90 NDP8 AKGDb_copy2 ALATA_L,26,0.17615317,2.50989034,1.00582641391416,0.933682612981797
ACSPHACP50 APSR DHMPTR DHSKDH ECOAH28 GGGABAH GLUR GLXCL GLYALDDr GRXR HXAND ICDHyr MACACI MALS MAN6PI MDH NFORGLUAH2 PGI PHAP2C100 PHAPC40 PHAPC50 PPCK PTRCTA RHACOAE80 THRA URIH THRD_L ADPT,28,0.17639645,2.50967383,0.949937201117143,0.948553258942512
APG3PAT160 CYSTS DAAD DHSKDH DLMETR ECOAH31 FDH FUM HIBDkt ACACT8 ACACT10 ACACT9 MACACI MAN6PI MDH NFORGLUAH2 NTPP5 P5CD PC PGI PHAPC40 PHAPC50 PPCK PPK50_B PPK PRAMPC_copy1 RHACOAE142 GAPDi_nadp ACALD ALATA_L,30,0.17739258,2.50878727,1.00939333927663,0.931171600695939
ACONTb ACSPHAC120 APSR CS DHMPTR ECOAH6 ENO FACOAE80 FDH GDPMANNDH GLUR GLYO1 GTHPi HACD22i HACD6i HACD8i HSK IMPD MAN6PI NADHPO NFORGLUAH2 PC PGI PHAPCP90 PPK50_B PRMICI_copy1 RHACOAE90 RNDR4 ACALD BPNT,30,0.18077218,2.50577943,0.717707060898419,1.01239243233001
ACOAD7f ACONTb ACS ANHMK ASPSALy CYTK1 HMR_0180_copy1 GLUR HPYRRx GTHS HACD21i HACD4i HACD8i HSK MACACI MAN6PI NFORGLUAH2 PDHcr PGI PHADPC121 PHAP2C141d5 PHAPC40 PHAPC50 PHAPC70 PHAPCT40 RECOAH6 SERD_L THRD_L 3OADPCOAT 3OXCOAT,30,0.18185063,2.50481961,0.924788217670733,0.948889337542176
ACONTb ACSPHAC120 ACSPHAC80 CBMKr FACOAE100 GART GLUR GLXCL GLYALDDr GUAPRT HSK IPDDI ACACT8 ACACT12 MACACI MAK MAN6PI METGL NFORGLUAH2 NTPP5 NTPP8 PDHcr PGI PHAPC40 PPK RHACOAEP100 UREA HMR_0180_copy2 AGMDA AKGDH,30,0.18241429,2.50431795,0.973552620247021,0.934594468409131
ACOAD7f ASPT CS ECOAH26 EDA GLUR GLXCL HACD32i HACD8i IPDDI MAN6PI NFORGLUAH2 PC PGI PHADPCP60 PHAPC90 PPK R15BPK SERD_L SUCOAS AKGDb_copy2 AKGDH ALATA_L ALATRS 3OXCOAT,25,0.1831034,2.50370464,1.0299963657055,0.918534511241447
ACSPHACP80 CYSTS DLYSAD FDH FUM GDPMANNDH GPDDA4 HACD26i HACD8i HSK ILEDHr_1 MAN6PI NDPK6 NFORGLUAH2 PGI PHAP2C141d5 PHAPC40 PHAPC70 PPCK RECOAH24 RHACOAE90 RHACOAEP80 RHACOAEP90 TPI AKGDb_copy2 ADPT 3OXCOAT,27,0.1849257,2.5020828,0.937660638840356,0.941506149044134
ACONTb ACSPHAC120 CYSTS DHORDfum GAPD GLUR GLYALDDr GLYO1 HACD23i HACD26i HACD8i HSK MAN6PI MDDCP2pp METGL NFORGLUAH2 NTPP3 PAPSR PGI PGL PGMT PHAPC40 PPCK PPK HMR_0180_copy2 ACOAD24f ADA AGMDA ALATA_L ALDD19xr,30,0.18586792,2.50124422,0.664144194436565,1.0238482677823
ACONTb ACS ACSPHAC50 ACSPHAC90 FDH GTPDPK HACD23i ILEDHr_1 ACACT8 ACACT12 MAN1PT2 MAN6PI NFORGLUAH2 PAPSR PGI PPCK PTRCTA2 RECOAH4 RECOAH9 RHACOAE80 RHACOAE90 XPPT IDPh_1 NDP8 ACALD ADPT ECOAH17,27,0.18876448,2.49866628,0.70331144927266,1.00792043037403
ACOAD7f ACONTb ACSPHAC120 ANHMK APSR CS ECOAH6 ENO GART GDPMANNDH GLUR GTHPi HACD1i HACD22i HACD3i HACD6i CTECOAI7 HSK IMPD MAN6PI NFORGLUAH2 PC PGI PHADPCP60 PPCK PPK2 RHACOAE90 HMR_0180_copy2 ACALD BPNT,30,0.18944572,2.49805998,0.981093159560427,0.923881174034713
ACONTb CYSTS DLYSPYRAT ECOAH8 FDH GGGABAH GLUR GPDDA4 HACD26i HACD32i HACD8i ACACT9 MAN6PI ME2 METGL NADTRHD NDPK3 NFORGLUAH2 NMNDA NTPP5 PGI PHAPC40 PPCK RHACOAE142 RNDR4 UREA ACALD 3OADPCOAT 3OXCOAT,29,0.18977855,2.49776376,0.833210866033069,0.966235927189924
ACS ACSPHAC40 ASPSALy CYSTS DLYSPYRAT FDH GLCS3_1 GLUR GLXCL ICDHyr IPDDI MACACI MAN6PI MDH ME2 NFORGLUAH2 OXDHCOAT PGI PGMT PPC PPK QUIDHy RECOAH3 RECOAH9 PRAMPC_copy2 ADNK1 ALATA_L BPNT,28,0.19125889,2.49644626,0.440038002939367,1.0946700857776
ACS2 ACSPHACP100 ACSPHACP40 ACSPHACP60 CSPMDDH ENO GDBTALDH GLUR GLYALDDr ICDHyr ACACT13 MALS MAN6PI MDH NFORGLUAH2 NTPP4 NTPP5 PGI PHAPC40 PHAPC50 PPCK RECOAH3 RECOAH7 RHACOAEP101 AKGDb_copy2 ALATA_L DAAD2 HBCE,28,0.19172319,2.49603302,0.425505177542685,1.09938594749006
ACSPHAC100 AMPN CBMKr CS ECOAH38 ENO GLUR HSK LYSDC MAN6PI NFORGLUAH2 ORNDC PGI PGMT PHADPCP60 PHAP2C142 PHAPC90 PHAPCP70 PPK PPS PROD2 RECOAH9 RHACOAE142 RHACOAEP40 TMPK IDPh_1 SERAT_copy2 ALDD2y AACOAT ALDD19xr,30,0.19237191,2.49545567,0.76086098017117,0.985548136669188
ECOAH26 ENO FACOAL160 FACOAL161 FACOAL_70_c GLUR GTPDPK ICDHyr LYSDC MALS MAN6PI MCITD MDH NFORGLUAH2 NTPP2 NTPP5 PGI PGM PPCK PPK RECOAH15 RECOAH23 RHACOAE142 RHACOAE80 RHACOAE90 RHACOAEP101 SERAT_copy1 ACALD ALATA_L ECOAH17,30,0.1923911,2.49543859,0.306703272656583,1.14201983000967
ECOAH26 ENO FACOAL160 FACOAL161 FACOAL_70_c GLUR GTPDPK ICDHyr LYSDC MALS MAN6PI MCITD MDH NFORGLUAH2 NTPP2 NTPP5 PGI PGM PPCK PPK PRMICI_copy1 RECOAH15 RECOAH23 RHACOAE142 RHACOAE80 RHACOAE90 RHACOAEP101 ACALD ALATA_L ECOAH17,30,0.1923911,2.49543859,0.306703272656583,1.14201983000967
ACONTb ACSPHACP80 ECOAH26 ENO GLU5K GLUDy MACACI MAN6PI NFORGLUAH2 PC PGI PHAPC70 PHETHPTOX3 RECOAH6 CTECOAI6 IDPh_1 ACALD ALATA_L,18,0.19430106,2.49373873,0.729765704829402,0.99323316295131
