Reaction_id
MMTSAO
PHAPC40
HBCE
GDPTPDP
DHORDfum
NTPP11
GNK
RHACOAE142
GTHRDHpp
OAADC
FACOAL141
ASPO6
GG15DAPDxr
ACACT8
OIVD3
HEX1
ALDD1
RHACOARP70
HPYRI
SERAT_copy1
PHADPCP50
ACSPHACP60
GDBTALDH
PALGSKT
ALDD2x
PHAPCT60
ECOAH1
THRD_L
ACACT12
GLNS_copy2
ALDD2y
FALDM
TKT1
ACACT11
HPYRRx
HISTD
FACOAE90
NTP3
DCTPD2
NTP5
4HBHYOX
CTECOAI6
MEPCT_1
KAT1
HMR_0180_copy2
CYTDH
ANS2
NDP8
RHACOAR120
MCITD
ETHAAL
FE3DCITR
LPSGTR1_kt
RBK
RECOAH22
SFGTHi
ACACT13
GLUDy
RECOAH9
FACOAL_70_c
RHACOAEP70
ADD
ADA
ADK4
ORNCD
MECDPS_copy2
ACSPHAC80
NTPP9
NTD7
H2SO
THRA2
FACOAE100
AGPOP
ANS
GLYO1
CYTK1
MLTGY4pp
ILEDHr_1
IDPh_1
ECOAH17
FACOAL50i
TRYPTAOX
ACALD
RHACOAEP90
PPNDH
DHSKDH
ECOAH4
PHAP2C142
ICL
FACOAE60
ACSPHACP80
MAK
NTPP8
ACSPHACP100
RECOAH15
THIORDXi
HBRCH
RECOAH7
PRMICI_copy1
RHACOAR141d7
METSOXR2
PC
MAN1PT
RECOAH4
PHAPC70
RECOAH26
APPAT
AGMDA
ICDHyr
ADPT
RHACOAE120
PROD2
FE3PYOVDL
ECOAH7
HCO3E
ADNUC
ARGDI
ECOAH3
PRAMPC_copy2
INSH
TMPK
3OADPCOAT
ACOAD23f
NTPP1
LYSDC
ACOAD4f
PPND
ACACT1r
ASPCT
DHAD1_copy2
HXPRT
ADK1
PPK50_B
TPI
GRXR
PDHcr
RECOAH14
RECOAH3
ATHRDHr
RHACOAR101
RHACOAE140
LLEUDr
AADSACYCL
ALATA_L
GLU5K
ECOAH5
ACONTb
PPM
HACD26i
BGLApp
RHACOAE60
ACSPHACP50
LGTHL
ECOAH37
DURAD2
ALCD19
RHACOAEP60
PTRCTA2
RHACOAEP101
ALCDpp
P5CD
3OXCOAT
DHQTi_copy2
PHAPCT40
PCADYOX
AKGDb_copy2
PHAP2C121d6
PHAP2C120
DHQTi_copy1
FBP
GLCS3_1
PPC
DAAD
CBMKr
RHACOAE90
CSPMDDH
ECOAH2
ACOAD3f
RHACOAET40
ORNDC
FACOAE1829Z12Z
AST
ACSPHAC100
PTPATi
FACOAL160
THRA
ACOAD2f
AKGDH
ACSPHACP70
PDE4
GART
PSCVT_copy1
RHACOAET60
URIDK2r
LYSMO
AROH
RHACOAEP80
PPK
MAN1PT2
MALTT
ECOAH28
ACSPHAC40
RHACOAR142
MDDCP2pp
GTHS
RHACOAE50
CYTOM
ABTA
GLYCK
METSOXR1
GLYCLTDx
PPS
ACSPHAC142
NTP1
BDH
RECOAH6
HACD32i
H2CO3D2
PPA2
UPPRT
NADHPO
QUIDHy
DHAD1_copy1
HCYSMT
PHADPCP60
PUTA3
ANHMK
NTPP5
FRDO4r
LYSRC
ACSPHACP40
AMPN
VALDHr
R15BPK
NFORGLUAH2
NTD11
PHADPC60
PHAPC90
NACODA
CTPS1
RECOAH24
HSK
IMPD
G6PDH2r
PHAP2C80
RNDR4
FDH
DURAD
CTECOAI7
GTPDPDP
GLUSy
PHETHPTOX3
ECOAH27
PPCK
PHAP2C140
HACD21i
OCOAT1
ECOAH8
HACD6i
PDH
GDPMANNDH
ABUTD
NDPK3
ACSPHAC141d5
CTPS2
G6PI
RECOAH25
HPPK
2DHGLCK
ACACT10
FBACS
TRPS1_copy1
MACACI
ASPSALy
PAPSR
ADNK1
ACSPHAC121d6
GLYCTO1
CAT
HBCHLR
GGPTRCS
ALLTAMH
ACS
NMNAT
ACS2
HDH
GLUCYS_copy2
PAPSR2
RHACOAR121d5
SERAT_copy2
HACD23i
METGL
DLYSAD
HACD5i
GGGABAH
FUM
SSALy
PHADPC121
GALUi
RHACOAE141
APATr
DAAD2
MAN6PI
AGMT
DLMETR
RECOAH21
RECOAH13
PGK
MDH
ACOAD7f
GAPD
URO_c
G5SD_copy1
XPPT
ASPO5
RHACOAR140
PHAPCP70
HACD1i
ORPT
DCTPD
ACSPHAC120
EDA
ARGDC
AP4AS
ASNN
GLUDxi
GUAD
FRDO5r
CBPS
BUP
OCBT2i
ACSPHACT40
FBA
PHETA1
ACSPHAC140
FRDO6r
ACOAD24f
PHADPCP80
NTP10
23CTI1
ADSK
PRASCSi_copy1
PHAPCP40
H2CO3D
PRAMPC_copy1
DLYSPYRAT
NDPK6
DHMPTRx
GDPDPK
PHAPCP100
RHACOAR60
ACSPHACP90
G5SD_copy2
ECOAH31
ACOAD6f
PHAPC50
CS
GTPDPK
ACSPHAC90
PHET
ENO
ACOAD8f
ECOAH26
MALS
RHACOAE121
PTRCTA
DUTPDP
GLYK
RHACOAEP100
PRAIi_copy2
PGMT
GTHPi
